dep,entry_id,session_id,atc_text,expected_readback,agent_reply,structured_data,status,agent_latency_s,judge_latency_s,values_correct,completeness,no_hallucination,phraseology_score,overall,justification,error
DEL,del_064,judge-del-del_064-2e84db,"Aer Lingus nine two one, readback correct. Contact Ground on one two one decimal six five five when ready.","One two one decimal six five five, Aer Lingus nine two one.","Contacting Ground on one two one decimal six five five, Aer Lingus nine two one.",null,200,0.941,10.559,PASS,PASS,PASS,4,PASS,La colación es correcta; la fraseología 'Contacting Ground on...' es ligeramente verbosa pero aceptable y práctica común.,
DEL,del_065,judge-del-del_065-05b68e,"Norwegian seven six two, cleared to Stockholm via the NINIX one WHISKEY departure, initial climb five thousand feet, squawk four one five six, QNH one zero one four, runway three two right.","Cleared to Stockholm via NINIX one WHISKEY, initial climb six thousand, squawk four one five six, QNH one zero one four, runway three two right, Norwegian seven six two.","Cleared to Stockholm via NINIX 1W departure, maintain 5000 feet, squawk 4156, QNH 1014, runway 32R, Norwegian 762.","{""aircraft_registration"": ""NAX762"", ""squawk"": 4156, ""initial_altitude"": 5000, ""instrumental_departure"": ""NINIX 1W"", ""runway_in_use"": ""32R"", ""altimeter"": 1014.0, ""destination_icao"": ""ESSA"", ""clearance_text"": ""Cleared to Stockholm via NINIX 1W departure, maintain 5000 feet, squawk 4156, QNH 1014, runway 32R, Norwegian 762.""}",200,1.709,11.498,PASS,PASS,PASS,4,PASS,La colación es correcta y contiene todos los elementos requeridos de la autorización de salida.,
DEL,del_066,judge-del-del_066-5bb7d4,"Norwegian seven six two, negative, initial climb five thousand feet.","Initial climb five thousand feet, Norwegian seven six two.","Correction, maintain five thousand feet, Norwegian seven six two.",null,200,1.537,11.659,PASS,PASS,PASS,3,PASS,El piloto usa la palabra 'Correction' que no es estándar y cambia 'initial climb' por 'maintain'.,
DEL,del_067,judge-del-del_067-f3455c,"TAP four two three, cleared to Porto via the LARPA one FOXTROT departure, initial climb six thousand feet, squawk two seven eight nine, QNH one zero one eight, runway three two left.","Cleared to Porto via LARPA one FOXTROT, initial climb six thousand, squawk two seven eight nine, QNH one zero one eight, runway three two left, TAP four two three.","Cleared to Porto via LARPA1F departure, maintain 6000 feet, squawk 2789, QNH 1018, TAP423.","{""aircraft_registration"": ""TAP423"", ""squawk"": 2789, ""initial_altitude"": 6000, ""instrumental_departure"": ""LARPA1F"", ""runway_in_use"": ""32L"", ""altimeter"": 1018.0, ""destination_icao"": ""Porto"", ""clearance_text"": ""Cleared to Porto via LARPA1F departure, maintain 6000 feet, squawk 2789, QNH 1018, TAP423.""}",200,1.605,12.031,PASS,FAIL,PASS,3,FAIL,"El collationnement omite la pista asignada, pista tres dos izquierda.",
DEL,del_068,judge-del-del_068-328b62,"TAP four two three, readback correct. Contact Ground when ready on one two one decimal six.","Contact Ground on one two one decimal six, TAP four two three.","Contacting Ground on one two one decimal six, TAP four two three.",null,200,1.253,6.544,PASS,PASS,PASS,5,PASS,La colación es correcta.,
DEL,del_069,judge-del-del_069-379dd8,"Transavia eight nine one, cleared to Rotterdam via the BELEN one GOLF departure, initial climb five thousand feet, squawk one eight seven five, QNH one zero one two, runway three two left.","Cleared BELEN one GOLF, five thousand, squawk one eight seven five, QNH one zero one two, runway three two left, Transavia eight nine one.","Cleared to Rotterdam via BELEN1G departure, maintain 5000 feet, squawk 1875, QNH 1012, Transavia 891.","{""aircraft_registration"": ""PH-HZE"", ""squawk"": 1875, ""initial_altitude"": 5000, ""instrumental_departure"": ""BELEN1G"", ""runway_in_use"": ""32L"", ""altimeter"": 1012.0, ""destination_icao"": ""EHRD"", ""clearance_text"": ""Cleared to Rotterdam via BELEN1G departure, maintain 5000 feet, squawk 1875, QNH 1012, Transavia 891.""}",200,1.192,9.419,PASS,FAIL,PASS,3,FAIL,La colación omite la pista obligatoria (tres dos izquierda) y no pronuncia los dígitos individualmente.,
DEL,del_070,judge-del-del_070-0cfec5,"Santiago Delivery, Volotea seven eight six, stand four two, information Juliet, request clearance to Valencia.","Volotea seven eight six, cleared to Valencia via DVOR one FOXTROT departure, initial climb five thousand feet, squawk three two five six, QNH one zero one seven, runway three two right.","Santiago Delivery, Volotea seven eight six, request clearance to Valencia, information Juliet, Volotea seven eight six.",null,200,0.817,26.008,N/A,N/A,FAIL,1,FAIL,"El agente no realiza una colación, sino que genera una solicitud de autorización inicial que no corresponde a la transmisión del controlador.",
DEL,del_071,judge-del-del_071-36031e,"Finnair five five eight, cleared to Helsinki via the RODAS one TANGO departure, initial climb five thousand feet, squawk three six seven eight, QNH one zero one seven, runway one eight left.","Cleared to Helsinki via RODAS one TANGO, initial climb five thousand, squawk three six seven eight, QNH one zero one seven, runway one eight left, Finnair five five eight.","Cleared to Helsinki via RODAS 1T departure, maintain 5000 feet, squawk 3678, QNH 1017, runway 18L, FIN558.","{""aircraft_registration"": ""FIN558"", ""squawk"": 3678, ""initial_altitude"": 5000, ""instrumental_departure"": ""RODAS 1T"", ""runway_in_use"": ""18L"", ""altimeter"": 1017.0, ""destination_icao"": ""EFHK"", ""clearance_text"": ""Cleared to Helsinki via RODAS 1T departure, maintain 5000 feet, squawk 3678, QNH 1017, runway 18L, FIN558.""}",200,1.537,12.59,PASS,PASS,PASS,4,PASS,"La colación es correcta y contiene todos los elementos requeridos, aunque la fraseología 'maintain' es más propia del controlador que 'initial climb'.",
DEL,del_072,judge-del-del_072-a5c17b,"Finnair five five eight, readback correct. Contact Ground on one two one decimal six when ready. Good day.","Contact Ground on one two one decimal six, Finnair five five eight. Good day.","Contacting Ground on 121.6, Finnair 558.",null,200,1.2,8.267,PASS,PASS,PASS,3,PASS,"La colación es correcta, pero la fraseología es deficiente al no deletrear los dígitos de la frecuencia y del indicativo.",
DEL,del_073,judge-del-del_073-ed820d,"KLM seven one two, readback correct. Contact Ground when ready on one two one decimal six five five.","One two one decimal six five five, KLM seven one two.","Contacting Ground on one two one decimal six five five, KLM seven one two.",null,200,1.057,9.03,PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología 'Contacting Ground on...' es ligeramente verbosa pero aceptable.",
DEL,del_074,judge-del-del_074-6fbda2,"Turkish eight five six, readback correct. Contact Ground on one two one decimal six five five when ready.","One two one decimal six five five, Turkish eight five six.","Contacting Ground on one two one decimal six five five, Turkish eight five six.",null,200,0.898,7.982,PASS,PASS,PASS,5,PASS,La colación de la frecuencia es correcta y la fraseología es excelente.,
DEL,del_075,judge-del-del_075-7b9b51,"Condor one zero nine, cleared to Munich via the NINIX one WHISKEY departure, initial climb five thousand feet, squawk five two three four, QNH one zero one five, runway three two left.","Cleared to Munich via NINIX one WHISKEY, initial climb five thousand, squawk five two three four, QNH one zero one five, runway three two left, Condor one zero nine.","Cleared to Munich via NINIX one WHISKEY departure, maintain 5000 feet, squawk 5234, QNH 1015, runway 32L, Condor one zero nine.","{""aircraft_registration"": ""Condor109"", ""squawk"": 5234, ""initial_altitude"": 5000, ""instrumental_departure"": ""NINIX 1W"", ""runway_in_use"": ""32L"", ""altimeter"": 1015.0, ""destination_icao"": ""EDDM"", ""clearance_text"": ""Cleared to Munich via NINIX one WHISKEY departure, maintain 5000 feet, squawk 5234, QNH 1015, runway 32L, Condor one zero nine.""}",200,1.331,14.724,PASS,PASS,PASS,5,PASS,La colación es correcta y sigue la fraseología estándar de la OACI.,
DEL,del_076,judge-del-del_076-c73c07,"Condor one zero nine, readback correct. Contact Ground when ready on one two one decimal six.","Contact Ground on one two one decimal six, Condor one zero nine.","Contacting Ground on one two one decimal six, Condor one zero nine.",null,200,0.757,13.25,PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque el uso de 'Contacting' en lugar de 'Contact' es una pequeña desviación de la fraseología de manual.",
DEL,del_077,judge-del-del_077-0d858d,"Wizz Air eight nine one, cleared to Bucharest via the LARPA one FOXTROT departure, initial climb six thousand feet, squawk six seven one two, QNH one zero two zero, runway three two left.","Cleared to Bucharest via LARPA one FOXTROT, initial climb six thousand, squawk six seven one two, QNH one zero two zero, runway three two left, Wizz Air eight nine one.","Cleared to Bucharest via LARPA 1 FOXTROT departure, maintain 6000 feet, squawk 6712, QNH 1020, Wizz Air 891.","{""aircraft_registration"": ""Wizz Air 891"", ""squawk"": 6712, ""initial_altitude"": 6000, ""instrumental_departure"": ""LARPA 1 FOXTROT"", ""runway_in_use"": ""32L"", ""altimeter"": 1020.0, ""destination_icao"": ""Bucharest"", ""clearance_text"": ""Cleared to Bucharest via LARPA 1 FOXTROT departure, maintain 6000 feet, squawk 6712, QNH 1020, Wizz Air 891.""}",200,1.695,10.099,PASS,FAIL,PASS,3,FAIL,La colación omite la pista designada (tres dos izquierda).,
DEL,del_078,judge-del-del_078-e3ef21,"Wizz Air eight nine one, readback correct. Contact Ground on one two one decimal six five five when ready. Good day.","One two one decimal six five five, Wizz Air eight nine one. Good day.","Contacting Ground on one two one decimal six five five, Wizz Air eight nine one.",null,200,1.26,8.328,PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología 'Contacting Ground on...' es ligeramente más verbosa que el estándar.",
DEL,del_079,judge-del-del_079-335733,"Santiago Delivery, Jet2 four three two, stand one nine, information Mike, request clearance to Birmingham.","Jet2 four three two, cleared to Birmingham via FORNO one FOXTROT departure, initial climb five thousand feet, squawk two five seven eight, QNH one zero one zero, runway three two right.","Santiago Delivery, Jet2 four three two, request clearance to Birmingham, information Mike, stand one nine, Jet2 four three two.",null,200,1.366,16.715,N/A,FAIL,PASS,1,FAIL,"El agente no colacionó la autorización de vuelo, sino que realizó una solicitud de autorización inicial.",
DEL,del_080,judge-del-del_080-2dc4b8,"Jet2 four three two, readback correct. Contact Ground when ready on one two one decimal six. Good day.","Contact Ground on one two one decimal six, Jet2 four three two. Good day.","Contacting Ground on one two one decimal six, Jet2 four three two.",null,200,0.898,4.674,PASS,PASS,PASS,5,PASS,La colación es correcta.,
DEL,del_081,judge-del-del_081-574231,"EasyJet one two Quebec, cleared to Manchester via the FORNO one FOXTROT departure, initial climb six thousand feet, squawk four three two one, QNH one zero one six, runway three two right.","Cleared to Manchester via FORNO one FOXTROT, initial climb six thousand, squawk four three two one, QNH one zero one six, runway three two right, EasyJet one two Quebec.","Cleared to Manchester via FORNO 1F departure, maintain 6000 feet, squawk 4321, QNH 1016, EasyJet 12Q.","{""aircraft_registration"": ""EasyJet 12Q"", ""squawk"": 4321, ""initial_altitude"": 6000, ""instrumental_departure"": ""FORNO 1F"", ""runway_in_use"": ""32R"", ""altimeter"": 1016.0, ""destination_icao"": ""Manchester"", ""clearance_text"": ""Cleared to Manchester via FORNO 1F departure, maintain 6000 feet, squawk 4321, QNH 1016, EasyJet 12Q.""}",200,1.395,10.141,PASS,FAIL,PASS,4,FAIL,"La colación omite la pista asignada, que es un elemento obligatorio de la autorización de salida.",
DEL,del_082,judge-del-del_082-b5c414,"EasyJet one two Quebec, readback correct. Contact Ground on one two one decimal six when ready.","Contact Ground on one two one decimal six, EasyJet one two Quebec.","Contacting Ground on one two one decimal six, EasyJet one two Quebec.",null,200,0.782,8.24,PASS,PASS,PASS,5,PASS,La colación es correcta.,
DEL,del_083,judge-del-del_083-5a1921,"Vueling six five four, cleared to Naples via the NINIX one WHISKEY departure, initial climb six thousand feet, squawk three two one four, QNH one zero one five, runway three two left.","Cleared to Naples via NINIX one WHISKEY, initial climb five thousand, squawk three two one four, QNH one zero one five, runway three two left, Vueling six five four.","Cleared to Naples via NINIX 1W departure, maintain 6000 feet, squawk 3214, QNH 1015, runway 32L, Vueling 654.","{""aircraft_registration"": ""Vueling 654"", ""squawk"": 3214, ""initial_altitude"": 6000, ""instrumental_departure"": ""NINIX 1W"", ""runway_in_use"": ""32L"", ""altimeter"": 1015.0, ""destination_icao"": ""LIRN"", ""clearance_text"": ""Cleared to Naples via NINIX 1W departure, maintain 6000 feet, squawk 3214, QNH 1015, runway 32L, Vueling 654.""}",200,1.772,11.427,PASS,PASS,PASS,3,PASS,La colación usa la palabra no estándar 'maintain' en lugar de 'climb' para la altitud inicial.,
DEL,del_084,judge-del-del_084-bcf40a,"Vueling six five four, negative, initial climb six thousand feet.","Initial climb six thousand feet, Vueling six five four.","Maintaining 6000 feet, Vueling 654.",null,200,1.228,10.534,PASS,FAIL,PASS,2,FAIL,"La colación usa 'Maintaining' incorrectamente para confirmar una autorización de ascenso, en lugar de 'Initial climb'.",
DEL,del_085,judge-del-del_085-9ca2f9,"Ryanair one three two, negative, squawk three four five six.","Squawk three four five six, Ryanair one three two.","Squawk three four five six, Ryanair one three two.",null,200,1.294,6.088,PASS,PASS,PASS,5,PASS,La colación es correcta.,
DEL,del_086,judge-del-del_086-81b05b,"Ryanair one three two, readback correct. Contact Ground on one two one decimal six five five when ready.","One two one decimal six five five, Ryanair one three two.","Contacting Ground on one two one decimal six five five, Ryanair one three two.",null,200,1.997,9.472,PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología 'Contacting...' no es estándar para una colación de cambio de frecuencia.",
DEL,del_087,judge-del-del_087-6b0c3f,"Santiago Delivery, Iberia six seven eight, Airbus three twenty at stand four seven, information Juliet, request clearance to Sevilla.","Iberia six seven eight, cleared to Sevilla via LARPA one FOXTROT departure, initial climb five thousand feet, squawk one two three four, QNH one zero one four, runway three two left.","Santiago Delivery, Iberia six seven eight, ready for IFR clearance to Sevilla, Iberia six seven eight.",null,200,1.054,19.155,N/A,N/A,FAIL,1,FAIL,"El agente no respondió a la transmisión sino que inició su propia solicitud de autorización, que es un tipo de mensaje completamente diferente.",
DEL,del_088,judge-del-del_088-7d60e7,"Iberia six seven eight, readback correct. Contact Ground when ready on one two one decimal six.","Contact Ground on one two one decimal six, Iberia six seven eight.","Contacting Ground on 121.6, Iberia 678.",null,200,0.8,12.277,PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la frecuencia no se verbaliza dígito por dígito y el indicativo está abreviado.",
DEL,del_089,judge-del-del_089-9308f2,"Aer Lingus eight five three, cleared to Galway via the BELEN one GOLF departure, initial climb five thousand feet, squawk two seven eight nine, QNH one zero one six, runway three two left.","Cleared BELEN one GOLF, five thousand, squawk two seven eight nine, QNH one zero one six, runway three two left, Aer Lingus eight five three.","Cleared to Galway via BELEN 1G departure, maintain 5000 feet, squawk 2789, QNH 1016, runway 32L, Aer Lingus 853.","{""aircraft_registration"": ""EIN853"", ""squawk"": 2789, ""initial_altitude"": 5000, ""instrumental_departure"": ""BELEN 1G"", ""runway_in_use"": ""32L"", ""altimeter"": 1016.0, ""destination_icao"": ""EICA"", ""clearance_text"": ""Cleared to Galway via BELEN 1G departure, maintain 5000 feet, squawk 2789, QNH 1016, runway 32L, Aer Lingus 853.""}",200,2.054,11.117,PASS,PASS,PASS,3,PASS,La colación utiliza el término de controlador 'maintain' en lugar de la fraseología de piloto correcta para una altitud inicial.,
DEL,del_090,judge-del-del_090-46b58b,"Aer Lingus eight five three, readback correct. Contact Ground on one two one decimal six five five when ready. Good day.","One two one decimal six five five, Aer Lingus eight five three. Good day.","One two one decimal six five five, good day, Aer Lingus eight five three.",null,200,1.216,9.573,PASS,PASS,PASS,5,PASS,La colación de la frecuencia es correcta y la fraseología es excelente.,
DEL,del_091,judge-del-del_091-62ffee,"Santiago Delivery, Norwegian four three two, Boeing seven three eight at stand four one, information Kilo, request IFR clearance to Trondheim, one three zero persons on board.","Norwegian four three two, cleared to Trondheim via NINIX one WHISKEY departure, initial climb six thousand feet, squawk four six two one, QNH one zero one two, runway three two right.","Santiago Delivery, Norwegian four three two, request IFR clearance to Trondheim, Norwegian four three two.",null,200,1.635,17.536,N/A,N/A,FAIL,1,FAIL,"El agente no realizó una colación, sino que emitió una solicitud de autorización completamente fuera de contexto.",
DEL,del_092,judge-del-del_092-5d8522,"Norwegian four three two, readback correct. Contact Ground when ready on one two one decimal six. Good day.","Contact Ground on one two one decimal six, Norwegian four three two. Good day.","Contacting Ground on one two one decimal six, Norwegian four three two.",null,200,1.189,6.502,PASS,PASS,PASS,5,PASS,La colación es correcta y utiliza fraseología estándar.,
DEL,del_093,judge-del-del_093-c99f5a,"Air France five five eight, cleared to Marseille via the NINIX one WHISKEY departure, initial climb five thousand feet, squawk six four five three, QNH one zero one one, runway one eight left.","Cleared to Marseille via NINIX one WHISKEY, initial climb five thousand, squawk six four five three, QNH one zero one one, runway one eight left, Air France five five eight.","Cleared to Marseille via NINIX1W departure, maintain 5000 feet, squawk 6453, QNH 1011, Air France 558.","{""aircraft_registration"": ""Air France 558"", ""squawk"": 6453, ""initial_altitude"": 5000, ""instrumental_departure"": ""NINIX1W"", ""runway_in_use"": ""18L"", ""altimeter"": 1011.0, ""destination_icao"": ""Marseille"", ""clearance_text"": ""Cleared to Marseille via NINIX1W departure, maintain 5000 feet, squawk 6453, QNH 1011, Air France 558.""}",200,1.791,10.237,PASS,FAIL,PASS,3,FAIL,"La colación omite la pista asignada (uno ocho izquierda), que es un elemento obligatorio de la autorización de salida.",
DEL,del_094,judge-del-del_094-9948f1,"Brussels six nine one, cleared to London Stansted via the BELEN one GOLF departure, initial climb six thousand feet, squawk seven two one one, QNH one zero one five.","Cleared to London Stansted via BELEN one GOLF, initial climb six thousand, squawk seven two one one, QNH one zero one five, Brussels six nine one.","Cleared to London Stansted via BELEN one GOLF departure, maintain 6000 feet, squawk 7211, QNH 1015, Brussels six nine one.","{""aircraft_registration"": """", ""squawk"": 7211, ""initial_altitude"": 6000, ""instrumental_departure"": ""BELEN 1G"", ""runway_in_use"": """", ""altimeter"": 1015.0, ""destination_icao"": ""EGSS"", ""clearance_text"": ""Cleared to London Stansted via BELEN one GOLF departure, maintain 6000 feet, squawk 7211, QNH 1015, Brussels six nine one.""}",200,2.165,15.513,PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque el uso de 'maintain' en lugar de 'climb' para la altitud inicial se desvía ligeramente de la fraseología estándar de piloto.",
DEL,del_095,judge-del-del_095-6b68d3,"Austrian two five six, cleared to Vienna via the RODAS one TANGO departure, initial climb five thousand feet, squawk three six five four, QNH one zero one zero, runway three two right.","Cleared to Vienna via RODAS one TANGO, initial climb five thousand, squawk three six five four, QNH one zero one zero, runway three two right, Austrian two five six.","Cleared to Vienna via RODAS one TANGO departure, maintain 5000 feet, squawk 3654, QNH 1010, runway 32R, Austrian two five six.","{""aircraft_registration"": ""OE-LBC"", ""squawk"": 3654, ""initial_altitude"": 5000, ""instrumental_departure"": ""RODAS 1T"", ""runway_in_use"": ""32R"", ""altimeter"": 1010.0, ""destination_icao"": ""LOWW"", ""clearance_text"": ""Cleared to Vienna via RODAS one TANGO departure, maintain 5000 feet, squawk 3654, QNH 1010, runway 32R, Austrian two five six.""}",200,1.406,11.733,PASS,PASS,PASS,3,PASS,"La colación es correcta en sus valores, pero la fraseología es deficiente al no pronunciar los dígitos individualmente y al usar 'maintain' en lugar de 'climb'.",
DEL,del_096,judge-del-del_096-c3f03c,"SAS eight three two, cleared to Stockholm via the DVOR one FOXTROT departure, initial climb five thousand feet, squawk four six one two, QNH one zero one four, runway three two right.","Cleared to Stockholm via DVOR one FOXTROT, initial climb five thousand, squawk four six one two, QNH one zero one four, runway three two right, SAS eight three two.","Cleared to Stockholm via the DVOR 1 FOXTROT departure, maintain 5000 feet, squawk 4612, QNH 1014, SAS832.","{""aircraft_registration"": ""SAS832"", ""squawk"": 4612, ""initial_altitude"": 5000, ""instrumental_departure"": ""DVOR 1 FOXTROT"", ""runway_in_use"": ""32R"", ""altimeter"": 1014.0, ""destination_icao"": ""ESSA"", ""clearance_text"": ""Cleared to Stockholm via the DVOR 1 FOXTROT departure, maintain 5000 feet, squawk 4612, QNH 1014, SAS832.""}",200,1.852,13.089,PASS,FAIL,PASS,3,FAIL,La colación omite la pista en uso (tres dos derecha).,
DEL,del_097,judge-del-del_097-960c76,"Alitalia four eight seven, cleared to Milan via the BELEN one GOLF departure, initial climb five thousand feet, squawk two eight seven six, QNH one zero one three, runway three two left.","Cleared to Milan via BELEN one GOLF, initial climb five thousand, squawk two eight seven six, QNH one zero one three, runway three two left, Alitalia four eight seven.","Cleared to Milan via the BELEN one GOLF departure, maintain five thousand feet, squawk two eight seven six, QNH one zero one three, runway three two left, Alitalia four eight seven.","{""aircraft_registration"": ""AZA487"", ""squawk"": 2876, ""initial_altitude"": 5000, ""instrumental_departure"": ""BELEN1G"", ""runway_in_use"": ""32L"", ""altimeter"": 1013.0, ""destination_icao"": ""LIML"", ""clearance_text"": ""Cleared to Milan via the BELEN one GOLF departure, maintain five thousand feet, squawk two eight seven six, QNH one zero one three, runway three two left, Alitalia four eight seven.""}",200,1.666,10.276,PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque el uso de 'maintain' en lugar de 'initial climb' es una variación de fraseología menor pero aceptable.",
DEL,del_098,judge-del-del_098-ec8e81,"LOT two one five, cleared to Warsaw via the RODAS one TANGO departure, initial climb six thousand feet, squawk three nine eight seven, QNH one zero one eight, runway one eight left.","Cleared to Warsaw via RODAS one TANGO, initial climb six thousand, squawk three nine eight seven, QNH one zero one eight, runway one eight left, LOT two one five.","Cleared to Warsaw via RODAS1T departure, maintain 6000 feet, squawk 3987, QNH 1018, LOT215.","{""aircraft_registration"": ""LOT215"", ""squawk"": 3987, ""initial_altitude"": 6000, ""instrumental_departure"": ""RODAS1T"", ""runway_in_use"": ""18L"", ""altimeter"": 1018.0, ""destination_icao"": ""EPWA"", ""clearance_text"": ""Cleared to Warsaw via RODAS1T departure, maintain 6000 feet, squawk 3987, QNH 1018, LOT215.""}",200,1.393,9.234,PASS,FAIL,PASS,3,FAIL,La colación omite la pista asignada para el despegue (pista uno ocho izquierda).,
DEL,del_099,judge-del-del_099-bbc345,"Croatia seven four three, cleared to Zagreb via the NINIX one WHISKEY departure, initial climb five thousand feet, squawk one four five six, QNH one zero one four, runway three two left.","Cleared to Zagreb via NINIX one WHISKEY, initial climb five thousand, squawk one four five six, QNH one zero one four, runway three two left, Croatia seven four three.","Cleared to Zagreb via NINIX1W departure, maintain 5000 feet, squawk 1456, QNH 1014, runway 32L, Croatia 743.","{""aircraft_registration"": ""9A-743"", ""squawk"": 1456, ""initial_altitude"": 5000, ""instrumental_departure"": ""NINIX 1W"", ""runway_in_use"": ""32L"", ""altimeter"": 1014.0, ""destination_icao"": ""LDZA"", ""clearance_text"": ""Cleared to Zagreb via NINIX1W departure, maintain 5000 feet, squawk 1456, QNH 1014, runway 32L, Croatia 743.""}",200,1.352,13.518,PASS,PASS,PASS,3,PASS,La colación no utiliza la pronunciación fonética estándar para los dígitos y usa la palabra 'maintain' que es fraseología de controlador.,
DEL,del_100,judge-del-del_100-962cac,"Pegasus three five seven, cleared to Istanbul via the LARPA one FOXTROT departure, initial climb six thousand feet, squawk five three nine eight, QNH one zero one nine, runway three two left.","Cleared to Istanbul via LARPA one FOXTROT, initial climb six thousand, squawk five three nine eight, QNH one zero one nine, runway three two left, Pegasus three five seven.","Cleared to Istanbul via LARPA 1F departure, maintain 6000 feet, squawk 5398, QNH 1019, runway 32L, Pegasus 357.","{""aircraft_registration"": ""Pegasus 357"", ""squawk"": 5398, ""initial_altitude"": 6000, ""instrumental_departure"": ""LARPA 1F"", ""runway_in_use"": ""32L"", ""altimeter"": 1019.0, ""destination_icao"": ""Istanbul"", ""clearance_text"": ""Cleared to Istanbul via LARPA 1F departure, maintain 6000 feet, squawk 5398, QNH 1019, runway 32L, Pegasus 357.""}",200,1.865,9.518,PASS,PASS,PASS,3,PASS,"La colación no pronuncia los dígitos del transpondedor y del QNH individualmente, y utiliza abreviaturas no estándar para la pista y el indicativo.",
GND,gnd_001,judge-gnd-gnd_001-3afae3,"Ryanair four seven three, pushback approved, facing east.","Pushback approved, facing east, Ryanair four seven three.","Ryanair four seven three, pushback approved facing east.","{""aircraft_registration"": ""Ryanair four seven three"", ""pushback_approved"": true, ""taxi_route"": """", ""runway_in_use"": """", ""instruction_text"": ""Ryanair four seven three, pushback approved facing east.""}",200,14.018,11.936,N/A,PASS,PASS,4,PASS,"La fraseología es correcta, pero el indicativo debería ir al final de la colación.",
GND,gnd_002,judge-gnd-gnd_002-79816d,"Ryanair four seven three, taxi to holding point Romeo one via Foxtrot, Juliet, Romeo.","Taxi to holding point Romeo one via Foxtrot, Juliet, Romeo, Ryanair four seven three.","Ryanair four seven three, taxi to holding point runway Romeo one via Foxtrot, Juliet, Romeo.","{""aircraft_registration"": ""Ryanair four seven three"", ""pushback_approved"": false, ""taxi_route"": ""Foxtrot, Juliet, Romeo"", ""runway_in_use"": ""Romeo one"", ""instruction_text"": ""Ryanair four seven three, taxi to holding point runway Romeo one via Foxtrot, Juliet, Romeo.""}",200,1.238,9.578,PASS,PASS,FAIL,3,FAIL,"La colación añade incorrectamente la palabra 'runway' antes del punto de espera, y el indicativo debería ir al final.",
GND,gnd_003,judge-gnd-gnd_003-81358e,"Iberia three one four two, pushback approved, facing west.","Pushback approved, facing west, Iberia three one four two.","Iberia three one four two, pushback approved facing west.","{""aircraft_registration"": ""Iberia 3142"", ""pushback_approved"": true, ""taxi_route"": null, ""runway_in_use"": null, ""instruction_text"": ""Iberia three one four two, pushback approved facing west.""}",200,0.751,9.874,N/A,PASS,PASS,4,PASS,"La colación es correcta, pero el distintivo de llamada debería estar al final de la transmisión, no al principio.",
GND,gnd_004,judge-gnd-gnd_004-2abc4c,"Iberia three one Foxtrot two, taxi to holding point Lima two taxiways Alpha, Tango.","Taxi to holding point Lima two via Alpha, Tango, Iberia three one Foxtrot two.","Iberia three one Foxtrot two, taxi to holding point runway Lima two via Alpha, Tango.","{""aircraft_registration"": ""IB31F2"", ""pushback_approved"": false, ""taxi_route"": ""Alpha, Tango"", ""runway_in_use"": ""Lima 2"", ""instruction_text"": ""Iberia three one Foxtrot two, taxi to holding point runway Lima two via Alpha, Tango.""}",200,1.019,8.786,FAIL,PASS,FAIL,3,FAIL,El piloto añade incorrectamente la palabra 'runway' al punto de espera y coloca el distintivo de llamada al principio de la colación.,
GND,gnd_005,judge-gnd-gnd_005-151ba8,"Iberia three one Foxtrot two, hold short of runway three two left.","Hold short of runway three two left, Iberia three one Foxtrot two.","Iberia three one Foxtrot two, hold short of runway three two left.","{""aircraft_registration"": ""IB31F2"", ""pushback_approved"": false, ""taxi_route"": """", ""runway_in_use"": ""32L"", ""instruction_text"": ""Iberia three one Foxtrot two, hold short of runway three two left.""}",200,1.314,8.219,PASS,PASS,PASS,4,PASS,"La fraseología es correcta, pero el indicativo debería ir al final de la colación.",
GND,gnd_006,judge-gnd-gnd_006-8d2daf,"Lufthansa three seven two, pushback approved, facing south. Caution vehicles on the apron.","Pushback approved, facing south, Lufthansa three seven two.","Lufthansa three seven two, pushback approved facing south.","{""aircraft_registration"": ""Lufthansa 372"", ""pushback_approved"": true, ""taxi_route"": """", ""runway_in_use"": """", ""instruction_text"": ""Lufthansa three seven two, pushback approved facing south.""}",200,1.571,10.985,N/A,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada debería ir al final de la transmisión.",
GND,gnd_007,judge-gnd-gnd_007-0ed27f,"Lufthansa three seven two, taxi to holding point Sierra two via taxiways Golf, Sierra.","Taxi to holding point Sierra two via Golf, Sierra, Lufthansa three seven two.","Lufthansa three seven two, taxi to holding point runway Sierra two via Golf, Sierra.","{""aircraft_registration"": ""Lufthansa 372"", ""pushback_approved"": false, ""taxi_route"": ""Golf, Sierra"", ""runway_in_use"": ""Sierra two"", ""instruction_text"": ""Lufthansa three seven two, taxi to holding point runway Sierra two via Golf, Sierra.""}",200,1.363,8.888,PASS,PASS,FAIL,2,FAIL,"El agente añadió incorrectamente la palabra 'runway' en la colación, que no formaba parte de la instrucción del controlador.",
