dep,entry_id,atc_text,expected_readback,agent_reply,judge_values_correct,judge_completeness,judge_no_hallucination,judge_phraseology_score,judge_overall,judge_justification,human_verdict,human_notes
GND,gnd_090,"Speedbird three one two, taxi to holding point Juliet two via Foxtrot, Golf, Juliet.","Taxi to holding point Juliet two via Foxtrot, Golf, Juliet, Speedbird three one two.","Speedbird three one two, taxi to holding point runway Juliet two via Foxtrot, Golf, Juliet.",PASS,PASS,FAIL,3,FAIL,"La colación añade la palabra 'runway', que no estaba en la instrucción del controlador, y coloca el distintivo de llamada al principio en lugar de al final.",,
GND,gnd_096,"Vueling seven nine eight, give way to the Boeing on your right, then taxi to holding point Lima one via Hotel, Alpha, Lima.","Give way to the Boeing, then taxi to holding point Lima one via Hotel, Alpha, Lima, Vueling seven nine eight.","Vueling seven nine eight, taxi to holding point runway Lima one via Hotel, Alpha, Lima.",PASS,FAIL,FAIL,3,FAIL,La colación omite la instrucción de ceder el paso y añade la palabra 'runway' que no fue transmitida.,,
GND,gnd_098,"Speedbird three Alpha two, taxi to holding point Romeo one via Bravo, Golf, Romeo, follow the Lufthansa ahead.","Taxi to holding point Romeo one via Bravo, Golf, Romeo, follow the Lufthansa, Speedbird three Alpha two.","Speedbird three Alpha two, taxi to holding point runway Romeo one via Bravo, Golf, Romeo.",PASS,FAIL,FAIL,2,FAIL,La colación omite la instrucción de seguir al Lufthansa y añade incorrectamente la palabra 'runway' antes del punto de espera.,,
GND,gnd_100,"Iberia eight seven five Charlie, pushback and start approved, facing south, tail towards stand Hotel five.","Pushback and start approved, facing south, tail to Hotel five, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, pushback approved facing south, tail towards stand Hotel five.",N/A,FAIL,PASS,3,FAIL,El collationamiento omite la aprobación de puesta en marcha ('and start') y coloca el distintivo de llamada al principio en lugar de al final.,,
TWR,twr_003,"Ryanair four seven three, contact Madrid Departure on one two one decimal niner.","One two one decimal niner, Ryanair four seven three.","Contact Madrid Departure 121.9, Ryanair 473.",PASS,PASS,PASS,2,FAIL,La frecuencia no se colacionó pronunciando los dígitos individualmente y se repitió la instrucción del controlador en lugar de solo el valor.,,
TWR,twr_004,"Iberia three one four two, behind the Swiss on short final, runway three two left, line up and wait behind.","Behind the Swiss on short final, runway three two left, lining up behind, Iberia three one four two.","Line up and wait runway 32L, Iberia 3142.",PASS,FAIL,PASS,3,FAIL,La colación omite la condición obligatoria 'behind the Swiss on short final'.,,
TWR,twr_010,"Speedbird two four six, contact Ground on one two one decimal six five five. Good day.","One two one decimal six five five, Speedbird two four six. Good day.","Contact Ground 121.655, Speedbird 246.",PASS,PASS,PASS,2,FAIL,La colación no pronuncia los dígitos de la frecuencia y del indicativo individualmente y utiliza fraseología de controlador.,,
TWR,twr_024,"Swiss two four one, behind the Iberia on final, runway three two right, line up and wait behind.","Behind the Iberia on final, runway three two right, lining up behind, Swiss two four one.","Line up and wait runway 32R, Swiss two four one.",PASS,FAIL,PASS,3,FAIL,La colación omite la instrucción condicional 'behind the Iberia on final' y la especificación 'behind'.,,
TWR,twr_026,"Lufthansa three seven two, hold short runway three two left, landing traffic.","Holding short runway three two left, Lufthansa three seven two.","Hold short runway 32L, Lufthansa 372.",PASS,PASS,PASS,2,FAIL,La colación no sigue la fraseología estándar al no pronunciar los números dígito por dígito y al usar el imperativo 'Hold short' en lugar de 'Holding short'.,,
TWR,twr_028,"Vueling one two three, contact Ground on one two one decimal six five, good day.","One two one decimal six five, Vueling one two three, good day.","Contact Ground 121.655, Vueling 123.",FAIL,PASS,FAIL,2,FAIL,El piloto colacionó una frecuencia incorrecta (121.655 en lugar de 121.65).,,
TWR,twr_031,"EasyJet eight five six zero, runway one eight left, line up and wait.","Runway one eight left, line up and wait, EasyJet eight five six zero.","Line up and wait runway 18L, EasyJet 8560.",PASS,PASS,PASS,2,FAIL,"La colación no utiliza la fraseología fonética correcta para los números, diciendo '18L' y '8560' en lugar de deletrear los dígitos.",,
TWR,twr_033,"Lufthansa four five one, contact Ground on one two one decimal six five, good day.","One two one decimal six five, Lufthansa four five one, good day.","Contact Ground 121.65, Lufthansa 451.",PASS,PASS,PASS,2,FAIL,La colación usa fraseología de controlador ('Contact Ground') y no lee la frecuencia dígito por dígito como es requerido.,,
TWR,twr_037,"Ryanair four seven three, immediate takeoff runway three two left, or hold short.","Taking off immediately, runway three two left, Ryanair four seven three.","Runway 32L, cleared for takeoff, RYR473.",PASS,FAIL,PASS,3,FAIL,La colación omite la instrucción clave de despegue 'inmediato'.,,
TWR,twr_040,"Vueling one two three, wind three zero zero degrees, eight knots, runway three two left, cleared to land.","Runway three two left, cleared to land, Vueling one two three.","Cleared to land runway 32L, Vueling 123.",PASS,PASS,PASS,2,FAIL,La colación utilizó dígitos en lugar de la pronunciación fonética correcta para los números del indicativo y la pista.,,
TWR,twr_046,"EasyJet eight five six zero, go around, contact Approach on one two seven decimal three.","Going around, runway heading, one two seven decimal three, EasyJet eight five six zero.","Going around, EasyJet eight five six zero.",PASS,FAIL,PASS,4,FAIL,El piloto no colacionó la instrucción de cambio de frecuencia.,,
TWR,twr_050,"Swiss three six two, contact Ground on one two one decimal six five, good day.","One two one decimal six five, Swiss three six two, good day.","Contact Ground on 121.65, Swiss 362.",PASS,PASS,PASS,2,FAIL,La frecuencia no se colaciona dígito por dígito y se repite la instrucción del controlador en lugar de usar fraseología de piloto.,,
TWR,twr_051,"Ryanair eight nine two, runway three two left, line up and wait.","Runway three two left, line up and wait, Ryanair eight nine two.","Line up and wait runway 32L, Ryanair 892.",PASS,PASS,PASS,2,FAIL,La colación falla al no pronunciar los dígitos de la pista y del indicativo de forma individual.,,
TWR,twr_054,"Iberia eight seven five Charlie, behind the Vueling on short final, runway three two right, line up and wait behind.","Behind the Vueling on short final, runway three two right, lining up behind, Iberia eight seven five Charlie.","Line up and wait runway 32R, Iberia 875C.",PASS,FAIL,PASS,3,FAIL,La colación omite la parte condicional de la autorización ('detrás del Vueling en final corta').,,
TWR,twr_060,"Speedbird three one two, contact Ground on one two one decimal six five five. Good day.","One two one decimal six five five, Speedbird three one two. Good day.","Contact Ground 121.655, Speedbird 312.",PASS,PASS,PASS,2,FAIL,El agente leyó la frecuencia como un número único en lugar de con los dígitos individuales.,,
TWR,twr_061,"Swiss five six seven, runway three two left, line up and wait.","Runway three two left, lining up, Swiss five six seven.","Line up and wait runway 32L, Swiss 567.",PASS,PASS,PASS,2,FAIL,La fraseología es incorrecta; el piloto debe usar 'lining up' en lugar de repetir la instrucción del controlador 'line up and wait'.,,
TWR,twr_074,"Swiss five six seven, behind the Lufthansa on final, runway three two left, line up and wait behind.","Behind the Lufthansa on final, runway three two left, lining up behind, Swiss five six seven.","Line up and wait runway 32L, Swiss 567.",PASS,FAIL,PASS,3,FAIL,La colación omite la condición obligatoria 'behind the Lufthansa on final'.,,
TWR,twr_078,"Vueling seven nine eight, contact Ground on one two one decimal six five, good day.","One two one decimal six five, Vueling seven nine eight, good day.","Contact Ground 121.65, Vueling 798.",PASS,PASS,PASS,2,FAIL,"La colación utiliza fraseología de controlador ('Contact Ground') en lugar de la fraseología de piloto, que consiste únicamente en repetir la frecuencia.",,
TWR,twr_080,"Ryanair one three Hotel, wind one seven zero degrees, one zero knots, runway one eight left, cleared to land.","Runway one eight left, cleared to land, Ryanair one three Hotel.","Cleared to land runway 18L, Ryanair 13H.",PASS,PASS,PASS,2,FAIL,El indicativo se colacionó como '13H' en lugar de la fraseología estándar 'uno tres Hotel'.,,
TWR,twr_087,"Ryanair eight nine two, immediate takeoff runway three two left, or hold short.","Taking off immediately, runway three two left, Ryanair eight nine two.","Runway 32L, cleared for takeoff, Ryanair 892.",PASS,FAIL,FAIL,2,FAIL,"La colación omite la instrucción 'inmediato', introduce la frase no emitida 'autorizado para despegue' y lee incorrectamente los dígitos del indicativo.",,
TWR,twr_091,"Ryanair eight nine two, traffic Airbus three twenty, three miles final, runway three two left, continue.","Continue, Ryanair eight nine two.","Continue approach, runway 32L, Ryanair 892.",N/A,PASS,FAIL,3,FAIL,"La colación incluye incorrectamente la pista, que solo era parte de la información de tráfico, y además la lee con una fraseología no estándar.",,
TWR,twr_096,"EasyJet four three two Yankee, go around, contact Approach on one two seven decimal three.","Going around, runway heading, one two seven decimal three, EasyJet four three two Yankee.","Going around, EasyJet four three two Yankee.",PASS,FAIL,PASS,4,FAIL,La colación omite la frecuencia de contacto con Aproximación.,,
TWR,twr_098,"Vueling seven nine eight, wind three one zero degrees, one five knots, runway three two left, cleared for takeoff.","Runway three two left, cleared for takeoff, Vueling seven nine eight.","Runway 32L, cleared for takeoff, Vueling 798.",PASS,PASS,PASS,2,FAIL,"El piloto no deletreó los números individualmente en la colación (pista 'tres dos izquierda', indicativo 'siete nueve ocho').",,
DEL,del_001,"Ryanair four seven three, cleared to Dublin via the BELEN one GOLF departure, initial climb five thousand feet, squawk two three four one, QNH one zero one three, runway three two left.","Cleared to Dublin via BELEN one GOLF, initial climb five thousand, squawk two three four one, QNH one zero one three, runway three two left, Ryanair four seven three.","Cleared to Dublin via BELEN1G departure, maintain 5000 feet, squawk 2341, QNH 1013, runway 32L, Ryanair 473.",PASS,PASS,PASS,3,PASS,"La colación no utiliza la fraseología estándar para los números, que deben leerse dígito por dígito.",,
DEL,del_002,"Ryanair four seven three, readback correct. Contact Ground on one two one decimal six five five when ready.","One two one decimal six five five, Ryanair four seven three. Good day.","Contacting Ground on one two one decimal six five five, Ryanair four seven three.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología 'Contacting Ground on...' es aceptable pero no es el formato más estándar y conciso.",,
DEL,del_003,"Iberia three one four Bravo, cleared to Barcelona via the LARPA one FOXTROT departure, initial climb six thousand feet, squawk two three four seven, QNH one zero one five, runway three two left.","Cleared to Barcelona via LARPA one FOXTROT, initial climb six thousand, squawk two three four seven, QNH one zero one five, runway three two left, Iberia three one four Bravo.","Cleared to Barcelona via LARPA 1F departure, maintain 6000 feet, squawk 2347, QNH 1015, runway 32L, Iberia 314B.",PASS,PASS,PASS,3,PASS,La colación no utiliza la pronunciación fonética estándar de la OACI para los números.,,
DEL,del_004,"Iberia three one four Bravo, readback correct. Contact Ground when ready on one two one decimal six.","Contact Ground on one two one decimal six, Iberia three one four Bravo.","Contacting Ground on one two one decimal six, Iberia three one four Bravo.",PASS,PASS,PASS,5,PASS,"La colación es correcta, repitiendo la frecuencia con fraseología estándar.",,
DEL,del_006,"Speedbird two four six, cleared to London Heathrow via the BELEN one GOLF departure, initial climb six thousand feet, squawk three four one two, QNH one zero one four.","Cleared to London Heathrow via BELEN one GOLF, initial climb six thousand, squawk three four one two, QNH one zero one four, Speedbird two four six.","Cleared to London Heathrow via BELEN one GOLF departure, maintain 6000 feet, squawk 3412, QNH 1014, Speedbird two four six.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque el uso de 'maintain' en lugar de 'climb' o simplemente la altitud es una pequeña desviación de la fraseología estándar.",,
DEL,del_008,"Swiss two four one, cleared to Zurich via the RODAS one TANGO departure, initial climb five thousand feet, squawk two one three four, QNH one zero one one, runway three two right.","Cleared to Zurich via RODAS one TANGO, initial climb five thousand, squawk two one three four, QNH one zero one one, runway three two right, Swiss two four one.","Cleared to Zurich via RODAS one TANGO departure, maintain 5000 feet, squawk 2134, QNH 1011, runway 32R, Swiss two four one.",PASS,PASS,PASS,3,PASS,"La colación no pronuncia los dígitos individualmente para el transpondedor, el QNH y la pista.",,
DEL,del_009,"EasyJet eight five Whiskey zero, cleared to London Gatwick via the FORNO one FOXTROT departure, initial climb five thousand feet, squawk one two three four, QNH one zero one three.","Cleared to London Gatwick via FORNO one FOXTROT, initial climb five thousand, squawk one two three four, QNH one zero one three, EasyJet eight five Whiskey zero.","Cleared to London Gatwick via FORNO1F departure, maintain 5000 feet, squawk 1234, QNH 1013, EasyJet 85W0.",PASS,PASS,PASS,3,PASS,"La colación es correcta en sus valores, pero los dígitos del transpondedor y del QNH no se leen individualmente como requiere la fraseología OACI.",,
DEL,del_012,"Lufthansa three seven two, readback correct. Contact Ground when ready on one two one decimal six. Good day.","Contact Ground on one two one decimal six, Lufthansa three seven two. Good day.","Contacting Ground on one two one decimal six, good day, Lufthansa three seven two.",PASS,PASS,PASS,5,PASS,La colación de la frecuencia es correcta y la fraseología es impecable.,,
DEL,del_013,"Aer Lingus seven eight five, cleared to Dublin via the BELEN one GOLF departure, initial climb five thousand feet, squawk one four two three, QNH one zero one four, runway three two left.","Cleared to Dublin via BELEN one GOLF, initial climb five thousand, squawk one four two three, QNH one zero one four, runway three two left, Aer Lingus seven eight five.","Cleared to Dublin via BELEN1G departure, maintain 5000 feet, squawk 1423, QNH 1014, runway 32L, Aer Lingus 785.",PASS,PASS,PASS,3,PASS,"La colación es correcta en sus valores, pero la fraseología no es estándar al leer los dígitos agrupados en lugar de individualmente y al usar 'maintain' en lugar de 'climb'.",,
DEL,del_014,"Aer Lingus seven eight five, readback correct. Contact Ground on one two one decimal six five five when ready.","One two one decimal six five five, Aer Lingus seven eight five.","Contacting Ground on 121.655, Aer Lingus 785.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología 'Contacting Ground on...' es ligeramente no estándar pero aceptable.",,
DEL,del_015,"Norwegian three four two, cleared to Oslo via the NINIX one WHISKEY departure, initial climb six thousand feet, squawk three one two four, QNH one zero one six, runway three two right.","Cleared to Oslo via NINIX one WHISKEY, initial climb five thousand, squawk three one two four, QNH one zero one six, runway three two right, Norwegian three four two.","Cleared to Oslo via NINIX 1 WHISKEY departure, maintain 6000 feet, squawk 3124, QNH 1016, runway 32R, Norwegian 342.",PASS,PASS,PASS,3,PASS,La colación no lee los dígitos del código transpondedor y del QNH de forma individual.,,
DEL,del_017,"TAP nine one one, cleared to Lisbon via the LARPA one FOXTROT departure, initial climb five thousand feet, squawk four three two one, QNH one zero one two, runway three two left.","Cleared to Lisbon via LARPA one FOXTROT, initial climb five thousand, squawk four three two one, QNH one zero one two, runway three two left, TAP nine one one.","Cleared to Lisbon via LARPA1F departure, maintain 5000 feet, squawk 4321, QNH 1012, runway 32L, TAP911.",PASS,PASS,PASS,3,PASS,"El piloto no leyó los dígitos del código transpondedor y del QNH individualmente, sino como números completos.",,
DEL,del_018,"TAP nine one one, readback correct. Contact Ground when ready on one two one decimal six.","Contact Ground on one two one decimal six, TAP nine one one.","Contacting Ground on one two one decimal six, TAP nine one one.",PASS,PASS,PASS,5,PASS,La colación es correcta y utiliza fraseología estándar.,,
DEL,del_019,"Transavia five six zero, cleared to Amsterdam via the BELEN one GOLF departure, initial climb five thousand feet, squawk two four one three, QNH one zero one three, runway three two left.","Cleared BELEN one GOLF, five thousand, squawk two four one three, QNH one zero one three, runway three two left, Transavia five six zero.","Cleared to Amsterdam via BELEN1G departure, maintain 5000 feet, squawk 2413, QNH 1013, runway 32L, Transavia 560.",PASS,PASS,PASS,3,PASS,"La colación es correcta, aunque la fraseología podría mejorarse usando 'climb' en lugar de 'maintain' y pronunciando los dígitos individualmente.",,
DEL,del_022,"Finnair three zero two, readback correct. Contact Ground on one two one decimal six when ready. Good day.","Contact Ground on one two one decimal six, Finnair three zero two. Good day.","Contacting Ground on one two one decimal six, Finnair three zero two.",PASS,PASS,PASS,5,PASS,La colación es correcta y utiliza fraseología estándar.,,
DEL,del_023,"KLM five five zero, readback correct. Contact Ground when ready on one two one decimal six five five.","One two one decimal six five five, KLM five five zero.","Contacting Ground on one two one decimal six five five, KLM five five zero.",PASS,PASS,PASS,4,PASS,"La fraseología 'Contacting Ground on' no es estándar, aunque la colación es correcta.",,
DEL,del_024,"Turkish four three one, readback correct. Contact Ground on one two one decimal six five five when ready.","One two one decimal six five five, Turkish four three one.","Contacting Ground on one two one decimal six five five, Turkish four three one.",PASS,PASS,PASS,4,PASS,"La fraseología 'Contacting Ground on' no es estándar, pero la frecuencia colacionada es correcta.",,
DEL,del_025,"Condor six two three, cleared to Frankfurt via the NINIX one WHISKEY departure, initial climb five thousand feet, squawk four one two three, QNH one zero one three, runway three two left.","Cleared to Frankfurt via NINIX one WHISKEY, initial climb five thousand, squawk four one two three, QNH one zero one three, runway three two left, Condor six two three.","Cleared to Frankfurt via NINIX 1 WHISKEY departure, maintain 5000 feet, squawk 4123, QNH 1013, runway 32L, Condor 623.",PASS,PASS,PASS,3,PASS,"La colación no pronuncia los dígitos individualmente para el transpondedor, QNH, pista e indicativo, y abrevia el designador de pista.",,
DEL,del_026,"Condor six two three, readback correct. Contact Ground when ready on one two one decimal six.","Contact Ground on one two one decimal six, Condor six two three.","Contacting Ground on one two one decimal six, Condor six two three.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque el uso de 'Contacting' en lugar de 'Contact' es una pequeña desviación de la fraseología estándar.",,
DEL,del_028,"Wizz Air two three four, readback correct. Contact Ground on one two one decimal six five five when ready. Good day.","One two one decimal six five five, Wizz Air two three four. Good day.","Contacting Ground on one two one decimal six five five, Wizz Air two three four.",PASS,PASS,PASS,5,PASS,La colación de la frecuencia es correcta y la fraseología es excelente.,,
DEL,del_030,"Jet2 seven eight nine, readback correct. Contact Ground when ready on one two one decimal six. Good day.","Contact Ground on one two one decimal six, Jet2 seven eight nine. Good day.","Contacting Ground on one two one decimal six, Jet2 seven eight nine.",PASS,PASS,PASS,5,PASS,La colación es correcta.,,
DEL,del_033,"Vueling one two three, cleared to Rome Fiumicino via the NINIX one WHISKEY departure, initial climb six thousand feet, squawk three two one four, QNH one zero one five, runway three two left.","Cleared to Rome Fiumicino via NINIX one WHISKEY, initial climb five thousand, squawk three two one four, QNH one zero one five, runway three two left, Vueling one two three.","Cleared to Rome Fiumicino via NINIX 1W departure, maintain 6000 feet, squawk 3214, QNH 1015, runway 32L, Vueling 123.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero la fraseología no es estándar al usar '1W' en lugar de 'one WHISKEY' y no pronunciar los números dígito por dígito.",,
DEL,del_035,"Ryanair four seven three, negative, squawk two three four one.","Squawk two three four one, Ryanair four seven three.","Squawk two three four one, Ryanair four seven three.",PASS,PASS,PASS,5,PASS,La colación es correcta y sigue la fraseología estándar de la OACI.,,
DEL,del_036,"Ryanair four seven three, readback correct. Contact Ground on one two one decimal six five five when ready.","One two one decimal six five five, Ryanair four seven three.","Contacting Ground on one two one decimal six five five, Ryanair four seven three.",PASS,PASS,PASS,4,PASS,"La fraseología 'Contacting Ground on' no es estándar, pero la colación es correcta.",,
DEL,del_038,"Iberia three four five, readback correct. Contact Ground when ready on one two one decimal six.","Contact Ground on one two one decimal six, Iberia three four five.","Contacting Ground on one two one decimal six, Iberia three four five.",PASS,PASS,PASS,5,PASS,"La colación es correcta, repitiendo la frecuencia con fraseología estándar.",,
DEL,del_039,"Aer Lingus seven zero two, cleared to Cork via the BELEN one GOLF departure, initial climb five thousand feet, squawk one four three two, QNH one zero one six, runway three two left.","Cleared BELEN one GOLF, five thousand, squawk one four three two, QNH one zero one six, runway three two left, Aer Lingus seven zero two.","Cleared to Cork via BELEN1G departure, maintain 5000 feet, squawk 1432, QNH 1016, runway 32L, Aer Lingus 702.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque el uso de 'maintain' es una pequeña imperfección fraseológica, ya que es más propio del controlador.",,
DEL,del_040,"Aer Lingus seven zero two, readback correct. Contact Ground on one two one decimal six five five when ready. Good day.","One two one decimal six five five, Aer Lingus seven zero two. Good day.","Contacting Ground on 121.655, good day, Aer Lingus 702.",PASS,PASS,PASS,3,PASS,La fraseología es incorrecta al no leer los dígitos de la frecuencia individualmente y al usar la frase no estándar 'Contacting Ground on'.,,
DEL,del_043,"Air France two one zero, cleared to Frankfurt via the NINIX one WHISKEY departure, initial climb five thousand feet, squawk four three two one, QNH one zero one two, runway one eight left.","Cleared to Frankfurt via NINIX one WHISKEY, initial climb five thousand, squawk four three two one, QNH one zero one two, runway one eight left, Air France two one zero.","Cleared to Frankfurt via the NINIX one WHISKEY departure, maintain 5000 feet, squawk 4321, QNH 1012, runway 18 left, Air France two one zero.",PASS,PASS,PASS,3,PASS,"La colación agrupa los dígitos del transpondedor, QNH y pista en lugar de leerlos individualmente.",,
DEL,del_044,"Brussels three four five, cleared to London Heathrow via the BELEN one GOLF departure, initial climb six thousand feet, squawk three four one two, QNH one zero one four.","Cleared to London Heathrow via BELEN one GOLF, initial climb six thousand, squawk three four one two, QNH one zero one four, Brussels three four five.","Cleared to London Heathrow via BELEN1G departure, maintain 6000 feet, squawk 3412, QNH 1014, Brussels 345.",PASS,PASS,PASS,3,PASS,"La colación usa la fraseología de controlador ('maintain') y no pronuncia los dígitos del transpondedor, QNH y distintivo de llamada individualmente.",,
DEL,del_046,"SAS four nine one, cleared to Palma de Mallorca via the DVOR one FOXTROT departure, initial climb five thousand feet, squawk three three two one, QNH one zero one three, runway three two right.","Cleared to Palma de Mallorca via DVOR one FOXTROT, initial climb five thousand, squawk three three two one, QNH one zero one three, runway three two right, SAS four nine one.","Cleared to Palma de Mallorca via the DVOR 1 FOXTROT departure, maintain 5000 feet, squawk 3321, QNH 1013, runway 32R, SAS491.",PASS,PASS,PASS,3,PASS,"La colación es correcta en sus valores, pero la fraseología es deficiente al no pronunciar los dígitos individualmente para el transpondedor, QNH, pista e indicativo.",,
DEL,del_047,"Alitalia six seven three, cleared to Dublin via the BELEN one GOLF departure, initial climb five thousand feet, squawk one four two three, QNH one zero one four, runway three two left.","Cleared to Dublin via BELEN one GOLF, initial climb five thousand, squawk one four two three, QNH one zero one four, runway three two left, Alitalia six seven three.","Cleared to Dublin via the BELEN1G departure, maintain 5000 feet, squawk 1423, QNH 1014, runway 32L, Alitalia 673.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero la fraseología no es estándar al agrupar los dígitos del transpondedor y QNH y al usar 'maintain' en lugar de 'climb'.",,
DEL,del_048,"LOT nine zero four, cleared to Helsinki via the RODAS one TANGO departure, initial climb six thousand feet, squawk one two three four, QNH one zero one one, runway one eight left.","Cleared to Helsinki via RODAS one TANGO, initial climb six thousand, squawk one two three four, QNH one zero one one, runway one eight left, LOT nine zero four.","Cleared to Helsinki via RODAS 1T departure, maintain 6000 feet, squawk 1234, QNH 1011, runway 18L, LOT904.",PASS,PASS,PASS,3,PASS,"La colación es correcta en valores, pero la fraseología es deficiente al no pronunciar los números y letras de forma estándar OACI.",,
DEL,del_050,"Pegasus eight one six, cleared to Budapest via the LARPA one FOXTROT departure, initial climb six thousand feet, squawk four three two one, QNH one zero one seven, runway three two left.","Cleared to Budapest via LARPA one FOXTROT, initial climb six thousand, squawk four three two one, QNH one zero one seven, runway three two left, Pegasus eight one six.","Cleared to Budapest via LARPA1F departure, maintain 6000 feet, squawk 4321, QNH 1017, runway 32L, Pegasus 816.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología no es perfecta al no leer los números dígito por dígito.",,
DEL,del_051,"Ryanair eight nine two, cleared to Dublin via the BELEN one GOLF departure, initial climb five thousand feet, squawk two one five six, QNH one zero one eight, runway three two left.","Cleared to Dublin via BELEN one GOLF, initial climb five thousand, squawk two one five six, QNH one zero one eight, runway three two left, Ryanair eight nine two.","Cleared to Dublin via BELEN1G departure, maintain 5000 feet, squawk 2156, QNH 1018, runway 32L, Ryanair 892.",PASS,PASS,PASS,3,PASS,La colación no utiliza la fraseología OACI estándar para pronunciar los números ni el nombre de la salida.,,
DEL,del_052,"Ryanair eight nine two, readback correct. Contact Ground on one two one decimal six five five when ready.","One two one decimal six five five, Ryanair eight nine two. Good day.","Contacting Ground on one two one decimal six five five, Ryanair eight nine two.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología 'Contacting...' es ligeramente más verbosa que la estándar.",,
DEL,del_054,"Iberia eight seven five Charlie, readback correct. Contact Ground when ready on one two one decimal six.","Contact Ground on one two one decimal six, Iberia eight seven five Charlie.","Contacting Ground on one two one decimal six, Iberia eight seven five Charlie.",PASS,PASS,PASS,5,PASS,La colación es correcta y utiliza fraseología estándar.,,
DEL,del_055,"Lufthansa two one eight, cleared to Munich via the NINIX one WHISKEY departure, initial climb five thousand feet, squawk four five six seven, QNH one zero one four, runway one eight left.","Cleared to Munich via NINIX one WHISKEY, initial climb five thousand, squawk four five six seven, QNH one zero one four, runway one eight left, Lufthansa two one eight.","Cleared to Munich via NINIX 1W departure, maintain 5000 feet, squawk 4567, QNH 1014, runway 18L, Lufthansa 218.",PASS,PASS,PASS,3,PASS,"La colación no lee los dígitos del transpondedor, QNH, pista y distintivo de llamada individualmente como requiere la fraseología OACI.",,
DEL,del_057,"Speedbird three one two, readback correct. Contact Ground on one two one decimal six five five when ready.","One two one decimal six five five, Speedbird three one two.","Contacting Ground on one two one decimal six five five, Speedbird three one two.",PASS,PASS,PASS,5,PASS,La colación de la frecuencia es correcta.,,
DEL,del_058,"Swiss five six seven, cleared to Geneva via the RODAS one TANGO departure, initial climb five thousand feet, squawk one three four two, QNH one zero one five, runway three two right.","Cleared to Geneva via RODAS one TANGO, initial climb five thousand, squawk one three four two, QNH one zero one five, runway three two right, Swiss five six seven.","Cleared to Geneva via RODAS1T departure, maintain 5000 feet, squawk 1342, QNH 1015, runway 32R, Swiss 567.",PASS,PASS,PASS,3,PASS,"La colación acorta incorrectamente el indicativo y no pronuncia los dígitos del transpondedor, QNH y pista de forma individual.",,
DEL,del_059,"EasyJet four three two Yankee, cleared to Bristol via the FORNO one FOXTROT departure, initial climb six thousand feet, squawk five six one two, QNH one zero one one.","Cleared to Bristol via FORNO one FOXTROT, initial climb six thousand, squawk five six one two, QNH one zero one one, EasyJet four three two Yankee.","Cleared to Bristol via FORNO1F departure, maintain 6000 feet, squawk 5612, QNH 1011, EasyJet four three two Yankee.",PASS,PASS,PASS,3,PASS,"La colación es correcta en sus valores, pero los dígitos del transpondedor y del QNH deben leerse individualmente (cinco seis uno dos, uno cero uno uno).",,
DEL,del_061,"Ryanair one three Hotel, cleared to Alicante via the DVOR one FOXTROT departure, initial climb five thousand feet, squawk six two three four, QNH one zero one nine, runway three two right.","Cleared to Alicante via DVOR one FOXTROT, initial climb five thousand, squawk six two three four, QNH one zero one nine, runway three two right, Ryanair one three Hotel.","Cleared to Alicante via the DVOR 1F departure, maintain 5000 feet, squawk 6234, QNH 1019, runway 32R, Ryanair 13 Hotel.",PASS,PASS,PASS,3,PASS,"La colación utiliza la palabra 'maintain', que es fraseología de controlador, en lugar de la fraseología de piloto 'climb'.",,
DEL,del_062,"Lufthansa two one eight, readback correct. Contact Ground when ready on one two one decimal six. Good day.","Contact Ground on one two one decimal six, Lufthansa two one eight. Good day.","Contacting Ground on one two one decimal six, good day, Lufthansa two one eight.",PASS,PASS,PASS,5,PASS,La colación de la instrucción de cambio de frecuencia es correcta.,,
DEL,del_064,"Aer Lingus nine two one, readback correct. Contact Ground on one two one decimal six five five when ready.","One two one decimal six five five, Aer Lingus nine two one.","Contacting Ground on one two one decimal six five five, Aer Lingus nine two one.",PASS,PASS,PASS,4,PASS,La colación es correcta; la fraseología 'Contacting Ground on...' es ligeramente verbosa pero aceptable y práctica común.,,
DEL,del_065,"Norwegian seven six two, cleared to Stockholm via the NINIX one WHISKEY departure, initial climb five thousand feet, squawk four one five six, QNH one zero one four, runway three two right.","Cleared to Stockholm via NINIX one WHISKEY, initial climb six thousand, squawk four one five six, QNH one zero one four, runway three two right, Norwegian seven six two.","Cleared to Stockholm via NINIX 1W departure, maintain 5000 feet, squawk 4156, QNH 1014, runway 32R, Norwegian 762.",PASS,PASS,PASS,4,PASS,La colación es correcta y contiene todos los elementos requeridos de la autorización de salida.,,
